Id,SalePrice
1461,126675.32
1462,154922.25
1463,175202.5
1464,179762.5
1465,196833.0
1466,186569.72
1467,174878.65
1468,176190.16
1469,179311.95
1470,116096.83
1471,190742.65
1472,94076.0
1473,92615.0
1474,154528.3
1475,140771.02
1476,388322.4
1477,260463.33
1478,317131.49
1479,294405.61
1480,446146.13
1481,323711.48
1482,218178.87
1483,181886.2
1484,159538.37
1485,178966.58
1486,210873.99
1487,365867.63
1488,259845.4
1489,220176.84
1490,184744.65
1491,206079.78
1492,93142.0
1493,175019.5
1494,289906.62
1495,276661.93
1496,207249.79
1497,172386.43
1498,151040.09
1499,151423.02
1500,159493.71
1501,171823.54
1502,149946.76
1503,261930.34
1504,234552.45
1505,217781.08
1506,169088.6
1507,214834.78
1508,188728.9
1509,156681.25
1510,144952.12
1511,143498.62
1512,152543.47
1513,159993.27
1514,147829.49
1515,187098.78
1516,144577.0
1517,148311.09
1518,123220.74
1519,219208.65
1520,135178.0
1521,140074.5
1522,157099.5
1523,122015.84
1524,132114.5
1525,120452.89
1526,129724.1
1527,100416.84
1528,127444.04
1529,142329.87
1530,161096.07
1531,136316.5
1532,103944.0
1533,140356.84
1534,117843.79
1535,153504.65
1536,115322.84
1537,68535.36
1538,194397.43
1539,241491.44
1540,113935.9
1541,146174.0
1542,142851.94
1543,198623.58
1544,75304.5
1545,112140.52
1546,124031.04
1547,137642.87
1548,136144.75
1549,107949.12
1550,131660.5
1551,115826.51
1552,154266.24
1553,164320.47
1554,124380.45
1555,169921.1
1556,96267.5
1557,102582.4
1558,94320.5
1559,127305.85
1560,138894.37
1561,139867.21
1562,126146.0
1563,120248.83
1564,148086.81
1565,157706.0
1566,243067.57
1567,71385.61
1568,207762.94
1569,157357.18
1570,132320.75
1571,139255.64
1572,143472.25
1573,223648.93
1574,106943.09
1575,211606.0
1576,203970.4
1577,215883.31
1578,154101.0
1579,141252.1
1580,189695.65
1581,148894.58
1582,117064.08
1583,309310.7
1584,251723.86
1585,138114.3333333333
1586,64860.55
1587,123427.0
1588,149767.5
1589,101424.65
1590,133664.5
1591,111263.15
1592,125509.0
1593,116857.0
1594,161231.79
1595,134673.11
1596,221090.02
1597,172568.53
1598,198587.7
1599,186396.95
1600,186892.95
1601,73084.64
1602,116345.0
1603,98363.05
1604,269973.63
1605,246611.93
1606,171693.0
1607,175533.58
1608,209631.97
1609,211910.0
1610,161466.99
1611,160309.37
1612,168492.31
1613,175262.12
1614,116258.85
1615,87951.5
1616,83624.0
1617,87644.0
1618,125474.0
1619,128628.75
1620,170121.9
1621,133481.98
1622,148816.41
1623,293913.19
1624,194268.38
1625,125253.48
1626,169433.3
1627,181845.5
1628,270605.06
1629,184380.0
1630,353309.11
1631,222890.79
1632,281456.23
1633,173038.5
1634,182326.5
1635,176527.46
1636,168088.07
1637,193854.6
1638,215114.5
1639,194107.0
1640,262891.06
1641,187744.0
1642,218485.14
1643,234257.03
1644,237410.66
1645,174679.94
1646,149894.25
